"","condition","word_number","word","alternative","sentence","l_maze","critical_region","region_number","len","freqlog10","suite","item"
"121","filler",6,"airplane","offended","The pilot will fly a new airplane to Europe and back beginning next week","False","False",NA,8,0.903089986991944,"",220
"122","filler",7,"to","yeah","The pilot will fly a new airplane to Europe and back beginning next week","False","False",NA,2,4.59683891382516,"",220
"123","filler",8,"Europe","eporue","The pilot will fly a new airplane to Europe and back beginning next week","True","False",NA,6,2.51587384371168,"",220
"124","filler",9,"and","ase","The pilot will fly a new airplane to Europe and back beginning next week","True","False",NA,3,4.70531622468301,"",220
"125","filler",10,"back","sir","The pilot will fly a new airplane to Europe and back beginning next week","False","False",NA,4,2.959518376973,"",220
"126","filler",11,"beginning","amendment","The pilot will fly a new airplane to Europe and back beginning next week","False","False",NA,9,2.41329976408125,"",220
"127","filler",12,"next","holy","The pilot will fly a new airplane to Europe and back beginning next week","False","False",NA,4,2.79098847508882,"",220
"128","filler",13,"week","hear","The pilot will fly a new airplane to Europe and back beginning next week","False","False",NA,4,2.63848925695464,"",220
"129","filler",0,"The","x-x-x","The nurse took care of the old lady who could not take care of herself","False","False",NA,3,5.11650480266873,"",221
"130","filler",1,"nurse","nunge","The nurse took care of the old lady who could not take care of herself","True","False",NA,5,1.73239375982297,"",221
"131","filler",2,"took","teek","The nurse took care of the old lady who could not take care of herself","True","False",NA,4,2.87215627274829,"",221
"132","filler",3,"care","cank","The nurse took care of the old lady who could not take care of herself","True","False",NA,4,2.08278537031645,"",221
"133","filler",4,"of","i","The nurse took care of the old lady who could not take care of herself","False","False",NA,2,4.75611098671178,"",221
"134","filler",5,"the","yeah","The nurse took care of the old lady who could not take care of herself","False","False",NA,3,5.11650480266873,"",221
"135","filler",6,"old","else","The nurse took care of the old lady who could not take care of herself","False","False",NA,3,2.82542611776782,"",221
"136","filler",7,"lady","hate","The nurse took care of the old lady who could not take care of herself","False","False",NA,4,2.28555730900777,"",221
"137","filler",8,"who","sale","The nurse took care of the old lady who could not take care of herself","False","False",NA,3,3.48144262850231,"",221
"138","filler",9,"could","units","The nurse took care of the old lady who could not take care of herself","False","False",NA,5,3.01452053875792,"",221
"139","filler",10,"not","anti","The nurse took care of the old lady who could not take care of herself","False","False",NA,3,3.6028193424327,"",221
"140","filler",11,"take","ago","The nurse took care of the old lady who could not take care of herself","False","False",NA,4,2.72181061521255,"",221
"141","filler",12,"care","cank","The nurse took care of the old lady who could not take care of herself","True","False",NA,4,2.08278537031645,"",221
"142","filler",13,"of","ef","The nurse took care of the old lady who could not take care of herself","True","False",NA,2,4.75611098671178,"",221
"143","filler",14,"herself","founder","The nurse took care of the old lady who could not take care of herself","False","False",NA,7,2.05690485133647,"",221
"144","filler",0,"Margo","x-x-x","Margo will open bakeries in Chicago and New York after getting a loan next year","False","False",NA,5,0,"",223
"145","filler",1,"will","wims","Margo will open bakeries in Chicago and New York after getting a loan next year","True","False",NA,4,2.90525604874845,"",223
"146","filler",2,"open","god","Margo will open bakeries in Chicago and New York after getting a loan next year","False","False",NA,4,2.65417654187796,"",223
"147","filler",3,"bakeries","clemency","Margo will open bakeries in Chicago and New York after getting a loan next year","False","False",NA,8,0,"",223
"148","filler",4,"in","ix","Margo will open bakeries in Chicago and New York after getting a loan next year","True","False",NA,2,4.65304841597287,"",223
"149","filler",5,"Chicago","ogacihc","Margo will open bakeries in Chicago and New York after getting a loan next year","True","False",NA,7,2.27875360095283,"",223
"150","filler",6,"and","cent","Margo will open bakeries in Chicago and New York after getting a loan next year","False","False",NA,3,4.70531622468301,"",223
"151","filler",7,"New","naw","Margo will open bakeries in Chicago and New York after getting a loan next year","True","False",NA,3,3.44216608578472,"",223
"152","filler",8,"York","kroy","Margo will open bakeries in Chicago and New York after getting a loan next year","True","False",NA,4,2.83632411570675,"",223
"153","filler",9,"after","thing","Margo will open bakeries in Chicago and New York after getting a loan next year","False","False",NA,5,3.57403126772772,"",223
"154","filler",10,"getting","happens","Margo will open bakeries in Chicago and New York after getting a loan next year","False","False",NA,7,1.91381385238372,"",223
"155","filler",11,"a","yeah","Margo will open bakeries in Chicago and New York after getting a loan next year","False","False",NA,1,4.55819238923985,"",223
"156","filler",12,"loan","gods","Margo will open bakeries in Chicago and New York after getting a loan next year","False","False",NA,4,1.7160033436348,"",223
"157","filler",13,"next","oh","Margo will open bakeries in Chicago and New York after getting a loan next year","False","False",NA,4,2.79098847508882,"",223
"158","filler",14,"year","eyes","Margo will open bakeries in Chicago and New York after getting a loan next year","False","False",NA,4,3.22245633667925,"",223
"159","filler",0,"Sara","x-x-x","Sara and her mother had steak potatoes and green beans for dinner last night","False","False",NA,4,1,"",224
"160","filler",1,"and","ase","Sara and her mother had steak potatoes and green beans for dinner last night","True","False",NA,3,4.70531622468301,"",224
"161","filler",2,"her","am","Sara and her mother had steak potatoes and green beans for dinner last night","False","False",NA,3,3.56478438450399,"",224
"162","filler",3,"mother","global","Sara and her mother had steak potatoes and green beans for dinner last night","False","False",NA,6,2.51054501020661,"",224
"163","filler",4,"had","cent","Sara and her mother had steak potatoes and green beans for dinner last night","False","False",NA,3,3.75648396444261,"",224
"164","filler",5,"steak","graph","Sara and her mother had steak potatoes and green beans for dinner last night","False","False",NA,5,0,"",224
"165","filler",6,"potatoes","overview","Sara and her mother had steak potatoes and green beans for dinner last night","False","False",NA,8,1.04139268515823,"",224
"166","filler",7,"and","god","Sara and her mother had steak potatoes and green beans for dinner last night","False","False",NA,3,4.70531622468301,"",224
"167","filler",8,"green","event","Sara and her mother had steak potatoes and green beans for dinner last night","False","False",NA,5,2.24797326636181,"",224
"168","filler",9,"beans","paths","Sara and her mother had steak potatoes and green beans for dinner last night","False","False",NA,5,0.778151250383644,"",224
"169","filler",10,"for","yeah","Sara and her mother had steak potatoes and green beans for dinner last night","False","False",NA,3,4.1397217048152,"",224
"170","filler",11,"dinner","panner","Sara and her mother had steak potatoes and green beans for dinner last night","True","False",NA,6,1.27875360095283,"",224
"171","filler",12,"last","lars","Sara and her mother had steak potatoes and green beans for dinner last night","True","False",NA,4,2.8234742291703,"",224
"172","filler",13,"night","niffs","Sara and her mother had steak potatoes and green beans for dinner last night","True","False",NA,5,2.5705429398819,"",224
"173","filler",0,"The","x-x-x","The student who was running out of money gave himself a haircut last week","False","False",NA,3,5.11650480266873,"",227
"174","filler",1,"student","stubant","The student who was running out of money gave himself a haircut last week","True","False",NA,7,2.11727129565576,"",227
"175","filler",2,"who","yeah","The student who was running out of money gave himself a haircut last week","False","False",NA,3,3.48144262850231,"",227
"176","filler",3,"was","ha","The student who was running out of money gave himself a haircut last week","False","False",NA,3,4.32240538106765,"",227
"177","filler",4,"running","ronding","The student who was running out of money gave himself a haircut last week","True","False",NA,7,2.37106786227174,"",227
"178","filler",5,"out","oux","The student who was running out of money gave himself a haircut last week","True","False",NA,3,3.24575935596728,"",227
"179","filler",6,"of","cent","The student who was running out of money gave himself a haircut last week","False","False",NA,2,4.75611098671178,"",227
"180","filler",7,"money","march","The student who was running out of money gave himself a haircut last week","False","False",NA,5,2.34044411484012,"",227
"181","filler",8,"gave","i","The student who was running out of money gave himself a haircut last week","False","False",NA,4,2.68930885912362,"",227
"182","filler",9,"himself","himralf","The student who was running out of money gave himself a haircut last week","True","False",NA,7,2.62117628177504,"",227
"183","filler",10,"a","e","The student who was running out of money gave himself a haircut last week","True","False",NA,1,4.55819238923985,"",227
"184","filler",11,"haircut","gallons","The student who was running out of money gave himself a haircut last week","False","False",NA,7,0.954242509439325,"",227
"185","filler",12,"last","sir","The student who was running out of money gave himself a haircut last week","False","False",NA,4,2.8234742291703,"",227
"186","filler",13,"week","hear","The student who was running out of money gave himself a haircut last week","False","False",NA,4,2.63848925695464,"",227
"187","filler",0,"Todd","x-x-x","Todd wanted to be a barber but his shaky hands prevented him from becoming one","False","False",NA,4,1.51851393987789,"",229
"188","filler",1,"wanted","wirted","Todd wanted to be a barber but his shaky hands prevented him from becoming one","True","False",NA,6,2.47129171105894,"",229
"189","filler",2,"to","anti","Todd wanted to be a barber but his shaky hands prevented him from becoming one","False","False",NA,2,4.59683891382516,"",229
"190","filler",3,"be","oh","Todd wanted to be a barber but his shaky hands prevented him from becoming one","False","False",NA,2,3.68663626926229,"",229
"191","filler",4,"a","i","Todd wanted to be a barber but his shaky hands prevented him from becoming one","False","False",NA,1,4.55819238923985,"",229
"192","filler",5,"barber","shores","Todd wanted to be a barber but his shaky hands prevented him from becoming one","False","False",NA,6,0.778151250383644,"",229
"193","filler",6,"but","buk","Todd wanted to be a barber but his shaky hands prevented him from becoming one","True","False",NA,3,3.62675085368339,"",229
"194","filler",7,"his","hir","Todd wanted to be a barber but his shaky hands prevented him from becoming one","True","False",NA,3,3.95520653754194,"",229
"195","filler",8,"shaky","trams","Todd wanted to be a barber but his shaky hands prevented him from becoming one","False","False",NA,5,0,"",229
"196","filler",9,"hands","sorry","Todd wanted to be a barber but his shaky hands prevented him from becoming one","False","False",NA,5,2.20139712432045,"",229
"197","filler",10,"prevented","pretipsed","Todd wanted to be a barber but his shaky hands prevented him from becoming one","True","False",NA,9,1.72427586960079,"",229
"198","filler",11,"him","hin","Todd wanted to be a barber but his shaky hands prevented him from becoming one","True","False",NA,3,3.26599637049508,"",229
"199","filler",12,"from","ago","Todd wanted to be a barber but his shaky hands prevented him from becoming one","False","False",NA,4,3.96520170102591,"",229
"200","filler",13,"becoming","bemecing","Todd wanted to be a barber but his shaky hands prevented him from becoming one","True","False",NA,8,2.34044411484012,"",229
"201","filler",14,"one","ove","Todd wanted to be a barber but his shaky hands prevented him from becoming one","True","False",NA,3,3.59228781595213,"",229
"202","filler",0,"The","x-x-x","The writer of the novels thought himself to be a genius but he wasn't","False","False",NA,3,5.11650480266873,"",230
"203","filler",1,"writer","wrerer","The writer of the novels thought himself to be a genius but he wasn't","True","False",NA,6,2.42160392686983,"",230
"204","filler",2,"of","miss","The writer of the novels thought himself to be a genius but he wasn't","False","False",NA,2,4.75611098671178,"",230
"205","filler",3,"the","ha","The writer of the novels thought himself to be a genius but he wasn't","False","False",NA,3,5.11650480266873,"",230
"206","filler",4,"novels","riders","The writer of the novels thought himself to be a genius but he wasn't","False","False",NA,6,1.95424250943932,"",230
"207","filler",5,"thought","prevent","The writer of the novels thought himself to be a genius but he wasn't","False","False",NA,7,2.62634036737504,"",230
"208","filler",6,"himself","weekend","The writer of the novels thought himself to be a genius but he wasn't","False","False",NA,7,2.62117628177504,"",230
"209","filler",7,"to","te","The writer of the novels thought himself to be a genius but he wasn't","True","False",NA,2,4.59683891382516,"",230
"210","filler",8,"be","bi","The writer of the novels thought himself to be a genius but he wasn't","True","False",NA,2,3.68663626926229,"",230
"211","filler",9,"a","them","The writer of the novels thought himself to be a genius but he wasn't","False","False",NA,1,4.55819238923985,"",230
"212","filler",10,"genius","wenics","The writer of the novels thought himself to be a genius but he wasn't","True","False",NA,6,1.30102999566398,"",230
"213","filler",11,"but","mut","The writer of the novels thought himself to be a genius but he wasn't","True","False",NA,3,3.62675085368339,"",230
"214","filler",12,"he","sale","The writer of the novels thought himself to be a genius but he wasn't","False","False",NA,2,3.93986854445951,"",230
"215","filler",13,"wasn't","couple","The writer of the novels thought himself to be a genius but he wasn't","False","False",NA,6,0,"",230
"216","filler",0,"The","x-x-x","The cute girl who was on the cover of the magazine became a famous doctor","False","False",NA,3,5.11650480266873,"",231
"217","filler",1,"cute","etuc","The cute girl who was on the cover of the magazine became a famous doctor","True","False",NA,4,1.14612803567824,"",231
"218","filler",2,"girl","east","The cute girl who was on the cover of the magazine became a famous doctor","False","False",NA,4,2.23299611039215,"",231
"219","filler",3,"who","quo","The cute girl who was on the cover of the magazine became a famous doctor","True","False",NA,3,3.48144262850231,"",231
"220","filler",4,"was","wam","The cute girl who was on the cover of the magazine became a famous doctor","True","False",NA,3,4.32240538106765,"",231
"221","filler",5,"on","am","The cute girl who was on the cover of the magazine became a famous doctor","False","False",NA,2,4.18015455945335,"",231
"222","filler",6,"the","whe","The cute girl who was on the cover of the magazine became a famous doctor","True","False",NA,3,5.11650480266873,"",231
"223","filler",7,"cover","cader","The cute girl who was on the cover of the magazine became a famous doctor","True","False",NA,5,2.31806333496276,"",231
"224","filler",8,"of","mark","The cute girl who was on the cover of the magazine became a famous doctor","False","False",NA,2,4.75611098671178,"",231
"225","filler",9,"the","whom","The cute girl who was on the cover of the magazine became a famous doctor","False","False",NA,3,5.11650480266873,"",231
"226","filler",10,"magazine","catholic","The cute girl who was on the cover of the magazine became a famous doctor","False","False",NA,8,2.50514997831991,"",231
"227","filler",11,"became","please","The cute girl who was on the cover of the magazine became a famous doctor","False","False",NA,6,3.09898963940118,"",231
"228","filler",12,"a","else","The cute girl who was on the cover of the magazine became a famous doctor","False","False",NA,1,4.55819238923985,"",231
"229","filler",13,"famous","prices","The cute girl who was on the cover of the magazine became a famous doctor","False","False",NA,6,2.06818586174616,"",231
"230","filler",14,"doctor","forget","The cute girl who was on the cover of the magazine became a famous doctor","False","False",NA,6,1.68124123737559,"",231
"231","filler",0,"The","x-x-x","The boyfriend of the model was killed in an accident while skiing last week","False","False",NA,3,5.11650480266873,"",232
"232","filler",1,"boyfriend","dneirfyob","The boyfriend of the model was killed in an accident while skiing last week","True","False",NA,9,1.54406804435028,"",232
"233","filler",2,"of","ago","The boyfriend of the model was killed in an accident while skiing last week","False","False",NA,2,4.75611098671178,"",232
"234","filler",3,"the","tho","The boyfriend of the model was killed in an accident while skiing last week","True","False",NA,3,5.11650480266873,"",232
"235","filler",4,"model","sedel","The boyfriend of the model was killed in an accident while skiing last week","True","False",NA,5,2.11058971029925,"",232
